# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.disposedBuffers,1783317220300000000,1783317223354000000,196
FilePageCacheLockFree.totalPagesWritten,1783317220300000000,1783317223354000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1783317220300000000,1783317223354000000,0
cacheStateStorage.set.duration,1783317220300000000,1783317223354000000,0
cacheStateStorage.get.duration,1783317220300000000,1783317223354000000,0
cacheStateStorage.set.counter,1783317220300000000,1783317223354000000,0
cacheStateStorage.get.counter,1783317220300000000,1783317223354000000,2
workspaceModel.do.save.caches.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1783317220300000000,1783317223354000000,0
workspaceModel.save.cache.to.file.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1783317220300000000,1783317223354000000,0
workspaceModel.load.cache.from.file.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.entities.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.instances.count,1783317220300000000,1783317223354000000,1
workspaceModel.load.cache.metadata.from.file.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1783317220300000000,1783317223354000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1783317220300000000,1783317223354000000,0
WriteAction.executionsCount,1783317220300000000,1783317223354000000,0
AWTEventQueue.dispatchTime90PNs,1783317220300000000,1783317223354000000,0
FlushQueue.executionTimeAvgNs,1783317220300000000,1783317223354000000,0.0
FlushQueue.executionTimeMaxNs,1783317220300000000,1783317223354000000,0
FlushQueue.executionTime90PNs,1783317220300000000,1783317223354000000,0
FlushQueue.queueSizeMax,1783317220300000000,1783317223354000000,0
ReadAction.executionsCount,1783317220300000000,1783317223354000000,2
AWTEventQueue.dispatchTimeMaxNs,1783317220300000000,1783317223354000000,0
AWTEventQueue.dispatchTimeAvgNs,1783317220300000000,1783317223354000000,0.0
FlushQueue.waitingTimeMaxNs,1783317220300000000,1783317223354000000,0
FlushQueue.waitingTimeAvgNs,1783317220300000000,1783317223354000000,0.0
AWTEventQueue.eventsDispatched,1783317220300000000,1783317223354000000,0
FlushQueue.queueSize90P,1783317220300000000,1783317223354000000,0
FlushQueue.queueSizeAvg,1783317220300000000,1783317223354000000,0.0
FlushQueue.tasksExecuted,1783317220300000000,1783317223354000000,0
FlushQueue.waitingTime90PNs,1783317220300000000,1783317223354000000,0
workspaceModel.initializing.ms,1783317220300000000,1783317223354000000,0
workspaceModel.check.recursive.update.ms,1783317220300000000,1783317223354000000,0
workspaceModel.loading.total.ms,1783317220300000000,1783317223354000000,46
workspaceModel.entityStorageSnapshotImpl.instances.count,1783317220300000000,1783317223354000000,2
workspaceModel.init.bridges.ms,1783317220300000000,1783317223354000000,0
workspaceModel.update.unloaded.entities.ms,1783317220300000000,1783317223354000000,0
workspaceModel.pre.handlers.ms,1783317220300000000,1783317223354000000,0
workspaceModel.replace.project.model.ms,1783317220300000000,1783317223354000000,0
workspaceModel.updates.precise.ms,1783317220300000000,1783317223354000000,0
workspaceModel.loading.from.cache.ms,1783317220300000000,1783317223354000000,35
workspaceModel.full.replace.project.model.ms,1783317220300000000,1783317223354000000,0
workspaceModel.collect.changes.ms,1783317220300000000,1783317223354000000,0
workspaceModel.updates.count,1783317220300000000,1783317223354000000,0
workspaceModel.updates.ms,1783317220300000000,1783317223354000000,0
workspaceModel.to.snapshot.ms,1783317220300000000,1783317223354000000,0
VFS.invertedFileNameIndex.requests,1783317220300000000,1783317223354000000,0
VFS.fileChildByName,1783317220300000000,1783317223354000000,0
VFS.fileByIdCache.misses,1783317220300000000,1783317223354000000,0
VFS.fileByIdCache.hits,1783317220300000000,1783317223354000000,0
