# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageFastCacheHits,1783316898469000000,1783316906776000000,3880
FilePageCacheLockFree.totalHeapBytesAllocated,1783316898469000000,1783316906776000000,0
FilePageCache.pageHits,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.totalPagesRequested,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.heapBytesInUse,1783316898469000000,1783316906776000000,0
StorageLockContext.competingThreads.avg,1783316898469000000,1783316906776000000,0.0
FilePageCacheLockFree.housekeeperTurnsDone,1783316898469000000,1783316906776000000,0
FilePageCache.disposedBuffers,1783316898469000000,1783316906776000000,196
FilePageCacheLockFree.totalBytesWritten,1783316898469000000,1783316906776000000,0
FilePageCache.maxRegisteredFiles,1783316898469000000,1783316906776000000,537
FilePageCacheLockFree.totalNativeBytesAllocated,1783316898469000000,1783316906776000000,0
MappedFileStorage.totalBytesMapped,1783316898469000000,1783316906776000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1783316898469000000,1783316906776000000,41943040
FilePageCache.maxCacheSizeInBytes,1783316898469000000,1783316906776000000,202375168
DirectByteBufferAllocator.hits,1783316898469000000,1783316906776000000,3
DirectByteBufferAllocator.disposed,1783316898469000000,1783316906776000000,153
FilePageCache.pageLoadsAboveSizeThreshold,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.totalPagesWritten,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1783316898469000000,1783316906776000000,0
MappedFileStorage.totalPagesMapped,1783316898469000000,1783316906776000000,0
FilePageCache.uncachedFileAccess,1783316898469000000,1783316906776000000,110
FilePageCacheLockFree.totalPagesHandedOver,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.totalBytesRequested,1783316898469000000,1783316906776000000,0
FilePageCache.totalPageLoadsUs,1783316898469000000,1783316906776000000,100007
DirectByteBufferAllocator.reclaimed,1783316898469000000,1783316906776000000,43
FilePageCache.totalPageDisposalsUs,1783316898469000000,1783316906776000000,1772
FilePageCacheLockFree.totalPagesWriteMs,1783316898469000000,1783316906776000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1783316898469000000,1783316906776000000,41943040
StorageLockContext.competingThreads.90P,1783316898469000000,1783316906776000000,0
DirectByteBufferAllocator.misses,1783316898469000000,1783316906776000000,193
FilePageCacheLockFree.totalPagesAllocated,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1783316898469000000,1783316906776000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.totalPagesReadMs,1783316898469000000,1783316906776000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1783316898469000000,1783316906776000000,9490
FilePageCacheLockFree.totalHeapBytesReclaimed,1783316898469000000,1783316906776000000,0
StorageLockContext.competingThreads.max,1783316898469000000,1783316906776000000,0
FilePageCache.pageLoads,1783316898469000000,1783316906776000000,196
FilePageCacheLockFree.totalBytesRead,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.nativeBytesInUse,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.totalPagesReclaimed,1783316898469000000,1783316906776000000,0
MappedFileStorage.storages,1783316898469000000,1783316906776000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1783316898469000000,1783316906776000000,0
FilePageCache.capacityInBytes,1783316898469000000,1783316906776000000,503316478
workspaceModel.initializing.ms,1783316898469000000,1783316906776000000,0
workspaceModel.collect.changes.ms,1783316898469000000,1783316906776000000,0
workspaceModel.full.replace.project.model.ms,1783316898469000000,1783316906776000000,0
workspaceModel.check.recursive.update.ms,1783316898469000000,1783316906776000000,0
workspaceModel.loading.total.ms,1783316898469000000,1783316906776000000,46
workspaceModel.cachedValue.clear.ms,1783316898469000000,1783316906776000000,0
workspaceModel.cachedValue.calculated.ms,1783316898469000000,1783316906776000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1783316898469000000,1783316906776000000,0
workspaceModel.pre.handlers.ms,1783316898469000000,1783316906776000000,0
workspaceModel.updates.ms,1783316898469000000,1783316906776000000,0
workspaceModel.updates.precise.ms,1783316898469000000,1783316906776000000,0
workspaceModel.replace.project.model.ms,1783316898469000000,1783316906776000000,0
workspaceModel.loading.from.cache.ms,1783316898469000000,1783316906776000000,36
workspaceModel.cachedValueWithParameters.from.cache.ms,1783316898469000000,1783316906776000000,0
workspaceModel.cachedValue.total.get.ms,1783316898469000000,1783316906776000000,0
workspaceModel.cachedValue.from.cache.ms,1783316898469000000,1783316906776000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1783316898469000000,1783316906776000000,0
workspaceModel.update.unloaded.entities.ms,1783316898469000000,1783316906776000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1783316898469000000,1783316906776000000,0
workspaceModel.init.bridges.ms,1783316898469000000,1783316906776000000,0
workspaceModel.updates.count,1783316898469000000,1783316906776000000,0
workspaceModel.to.snapshot.ms,1783316898469000000,1783316906776000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1783316898469000000,1783316906776000000,3
FlushQueue.executionTimeMaxNs,1783316898469000000,1783316906776000000,0
FlushQueue.waitingTime90PNs,1783316898469000000,1783316906776000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1783316898469000000,1783316906776000000,40398
NonBlockingReadAction.failedExecutionsCount,1783316898469000000,1783316906776000000,0
FlushQueue.executionTimeAvgNs,1783316898469000000,1783316906776000000,0.0
FlushQueue.tasksExecuted,1783316898469000000,1783316906776000000,0
FlushQueue.executionTime90PNs,1783316898469000000,1783316906776000000,0
FlushQueue.waitingTimeAvgNs,1783316898469000000,1783316906776000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1783316898469000000,1783316906776000000,0
WriteAction.executionsCount,1783316898469000000,1783316906776000000,1
NonBlockingReadAction.failedExecutionTimeUs,1783316898469000000,1783316906776000000,0
AWTEventQueue.dispatchTime90PNs,1783316898469000000,1783316906776000000,0
FlushQueue.queueSizeAvg,1783316898469000000,1783316906776000000,0.0
FlushQueue.queueSize90P,1783316898469000000,1783316906776000000,0
ReadAction.executionsCount,1783316898469000000,1783316906776000000,50104
FlushQueue.queueSizeMax,1783316898469000000,1783316906776000000,0
AWTEventQueue.dispatchTimeTotalNS,1783316898469000000,1783316906776000000,6732102149
AWTEventQueue.dispatchTimeAvgNs,1783316898469000000,1783316906776000000,0.0
AWTEventQueue.eventsDispatched,1783316898469000000,1783316906776000000,0
NonBlockingReadAction.finalizedExecutionsCount,1783316898469000000,1783316906776000000,15
FlushQueue.waitingTimeMaxNs,1783316898469000000,1783316906776000000,0
cacheStateStorage.get.counter,1783316898469000000,1783316906776000000,10
cacheStateStorage.set.duration,1783316898469000000,1783316906776000000,0
cacheStateStorage.get.duration,1783316898469000000,1783316906776000000,0
cacheStateStorage.set.counter,1783316898469000000,1783316906776000000,0
