# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalBytesWritten,1783315238477000000,1783315253880000000,0
FilePageCache.uncachedFileAccess,1783315238477000000,1783315253880000000,331
FilePageCacheLockFree.totalPagesHandedOver,1783315238477000000,1783315253880000000,0
StorageLockContext.competingThreads.avg,1783315238477000000,1783315253880000000,0.28
FilePageCache.maxRegisteredFiles,1783315238477000000,1783315253880000000,537
StorageLockContext.competingThreads.max,1783315238477000000,1783315253880000000,7
DirectByteBufferAllocator.hits,1783315238477000000,1783315253880000000,3
FilePageCacheLockFree.totalPageAllocationsWaited,1783315238477000000,1783315253880000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1783315238477000000,1783315253880000000,0
FilePageCache.maxCacheSizeInBytes,1783315238477000000,1783315253880000000,202375168
FilePageCache.totalPageDisposalsUs,1783315238477000000,1783315253880000000,1992
FilePageCache.totalPageLoadsUs,1783315238477000000,1783315253880000000,82241
FilePageCache.pageFastCacheHits,1783315238477000000,1783315253880000000,13600
FilePageCacheLockFree.totalHeapBytesReclaimed,1783315238477000000,1783315253880000000,0
FilePageCacheLockFree.totalPagesReadMs,1783315238477000000,1783315253880000000,0
FilePageCacheLockFree.heapBytesInUse,1783315238477000000,1783315253880000000,0
MappedFileStorage.totalBytesMapped,1783315238477000000,1783315253880000000,0
FilePageCacheLockFree.totalPagesReclaimed,1783315238477000000,1783315253880000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1783315238477000000,1783315253880000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1783315238477000000,1783315253880000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1783315238477000000,1783315253880000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1783315238477000000,1783315253880000000,0
FilePageCache.capacityInBytes,1783315238477000000,1783315253880000000,503316478
MappedFileStorage.totalTimeSpentOnMappingUs,1783315238477000000,1783315253880000000,1380097
DirectByteBufferAllocator.disposed,1783315238477000000,1783315253880000000,153
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1783315238477000000,1783315253880000000,41943040
MappedFileStorage.totalPagesMapped,1783315238477000000,1783315253880000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1783315238477000000,1783315253880000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1783315238477000000,1783315253880000000,41943040
FilePageCacheLockFree.totalBytesRead,1783315238477000000,1783315253880000000,0
writeAction.max.wait.ms,1783315238477000000,1783315253880000000,0
writeAction.count,1783315238477000000,1783315253880000000,1
writeAction.wait.ms,1783315238477000000,1783315253880000000,0
writeAction.median.wait.ms,1783315238477000000,1783315253880000000,0
workspaceModel.collect.changes.ms,1783315238477000000,1783315253880000000,0
workspaceModel.pre.handlers.ms,1783315238477000000,1783315253880000000,0
workspaceModel.to.snapshot.ms,1783315238477000000,1783315253880000000,0
workspaceModel.cachedValue.from.cache.ms,1783315238477000000,1783315253880000000,0
workspaceModel.replace.project.model.ms,1783315238477000000,1783315253880000000,0
workspaceModel.init.bridges.ms,1783315238477000000,1783315253880000000,0
workspaceModel.update.unloaded.entities.ms,1783315238477000000,1783315253880000000,0
workspaceModel.updates.ms,1783315238477000000,1783315253880000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1783315238477000000,1783315253880000000,0
workspaceModel.check.recursive.update.ms,1783315238477000000,1783315253880000000,0
workspaceModel.updates.precise.ms,1783315238477000000,1783315253880000000,0
workspaceModel.updates.count,1783315238477000000,1783315253880000000,0
workspaceModel.cachedValue.clear.ms,1783315238477000000,1783315253880000000,0
workspaceModel.cachedValue.calculated.ms,1783315238477000000,1783315253880000000,0
workspaceModel.full.replace.project.model.ms,1783315238477000000,1783315253880000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1783315238477000000,1783315253880000000,0
workspaceModel.loading.total.ms,1783315238477000000,1783315253880000000,45
workspaceModel.entityStorageSnapshotImpl.instances.count,1783315238477000000,1783315253880000000,3
workspaceModel.initializing.ms,1783315238477000000,1783315253880000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1783315238477000000,1783315253880000000,0
workspaceModel.loading.from.cache.ms,1783315238477000000,1783315253880000000,35
workspaceModel.cachedValueWithParameters.from.cache.ms,1783315238477000000,1783315253880000000,0
workspaceModel.cachedValue.total.get.ms,1783315238477000000,1783315253880000000,0
cacheStateStorage.get.counter,1783315238477000000,1783315253880000000,10
cacheStateStorage.get.duration,1783315238477000000,1783315253880000000,0
cacheStateStorage.set.counter,1783315238477000000,1783315253880000000,0
cacheStateStorage.set.duration,1783315238477000000,1783315253880000000,0
